Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,PTS Scored,PTS Allowed,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF
57,arizona st.,11.55,109.7,98.2,70.8,0.051,5.56,107.3,101.7,1.55,2019,1113,1113,81.82,70.09,28.23,58.36,7.50,20.64,17.86,26.41,11.68,28.73,14.95,13.73,6.27,3.18,20.09
58,liberty,11.54,111.1,99.6,62.3,0.009,-3.27,102.5,105.8,-3.2,2019,1251,1251,72.80,58.04,26.44,53.00,8.36,21.96,11.56,14.80,7.20,24.88,14.72,10.80,6.36,2.40,14.72
59,furman,11.52,108.9,97.4,66.6,0.016,-1.18,105.2,106.4,-2.58,2019,1202,1202,80.18,64.50,29.18,60.14,10.86,28.86,10.95,15.41,10.09,27.68,17.09,12.95,9.14,4.86,14.95
60,seton hall,11.5,109,97.5,69.1,0.023,8.54,109.2,100.7,3.58,2019,1371,1371,77.80,69.00,26.75,58.00,7.65,21.65,16.65,23.65,10.70,26.20,15.25,11.70,7.15,4.10,18.75
61,toledo,11.29,109.8,98.5,67.8,0.044,0.7,104.9,104.2,-4.05,2019,1405,1405,76.83,63.17,27.38,59.50,9.75,25.29,12.33,15.88,10.08,30.00,16.83,11.92,5.46,4.54,15.13
62,dayton,11.27,112.1,100.8,64.7,-0.047,1.24,104.4,103.1,1.49,2019,1173,1173,77.90,63.52,28.90,54.52,6.38,18.19,13.71,19.76,7.67,28.67,17.62,11.90,5.10,2.33,12.95
63,colorado,10.75,106.8,96.1,68.1,-0.028,2.29,106,103.7,-4.96,2019,1160,1160,79.24,64.62,27.52,56.10,6.90,19.90,17.29,22.48,9.86,29.52,14.38,13.10,5.05,2.90,16.29
64,alabama,10.68,108.2,97.5,68.7,0.024,10.1,109.7,99.6,3.89,2019,1104,1104,77.22,67.94,26.61,57.72,7.11,19.50,16.89,24.72,11.78,28.33,12.50,13.67,5.22,5.00,16.67
65,xavier,10.6,111.1,100.5,65.2,-0.004,7.48,108.7,101.2,1.04,2019,1462,1462,76.94,66.39,27.67,55.39,7.56,21.00,14.06,20.56,10.28,27.94,16.22,12.89,6.17,4.44,15.39
66,wichita st.,10.1,106.6,96.5,68.3,0.036,6.24,107,100.7,3.07,2019,1455,1455,75.95,65.26,27.05,62.53,7.84,23.47,14.00,19.16,12.95,26.79,15.53,10.68,4.89,3.68,17.74
67,san francisco,9.93,112,102.1,66.6,-0.022,-0.52,104.1,104.6,-6.75,2019,1362,1362,76.70,61.30,28.15,58.00,8.60,23.45,11.80,17.95,9.70,27.00,14.90,10.95,7.00,3.60,16.55
68,missouri,9.78,107,97.2,64.8,-0.017,9.53,109.8,100.2,0.39,2019,1281,1281,70.73,58.13,25.07,57.07,7.87,22.67,12.73,17.93,10.93,26.87,11.67,11.93,5.87,2.13,19.33
69,temple,9.72,109.2,99.5,68.9,0.064,4.55,106.3,101.8,-1.07,2019,1396,1396,78.39,70.17,27.83,60.74,7.61,22.43,15.13,20.26,9.26,25.48,15.87,10.87,8.83,2.61,16.70
70,south carolina,9.55,108.1,98.6,70.2,0.022,10.48,109.5,99,2.26,2019,1376,1376,78.73,67.33,26.33,58.73,8.67,20.87,17.40,25.40,12.67,26.20,14.33,14.20,7.27,5.13,19.27
71,fresno st.,9.36,108.4,99,67.9,-0.011,-2.03,103.6,105.6,-5.21,2019,1201,1201,79.68,64.86,27.41,58.05,11.27,28.55,13.59,18.59,9.27,26.64,14.95,12.05,7.59,3.27,18.09
72,butler,9.24,111.3,102.1,66,-0.043,7.74,108.6,100.8,3.3,2019,1139,1139,79.38,65.50,28.25,56.63,10.50,25.56,12.38,16.50,7.88,25.06,15.44,10.38,5.38,2.50,17.69
73,uc irvine,9.16,107.4,98.2,65.3,0.11,-3.28,102.5,105.8,1.25,2019,1414,1414,73.79,61.10,27.62,59.07,7.21,18.83,11.34,16.55,11.97,29.14,14.00,11.31,5.45,4.48,17.93
74,northwestern,9.06,102.9,93.8,66,-0.111,8.94,108.3,99.4,-6.1,2019,1321,1321,75.08,58.15,24.54,55.77,8.54,23.62,17.46,23.31,10.00,26.38,16.54,11.54,6.00,5.00,18.54
75,miami fl,9.03,109.9,100.8,67,-0.072,8.03,108.1,100.1,-3.5,2019,1274,1274,77.57,62.86,26.79,57.36,9.21,24.21,14.79,19.86,9.64,26.36,14.71,12.00,7.79,4.14,14.86
76,vermont,8.86,108.5,99.6,65.5,0.043,-5.55,100.7,106.2,3.2,2019,1436,1436,74.12,59.31,25.73,54.77,7.96,21.73,14.69,20.12,9.12,26.50,12.00,10.77,5.88,4.23,15.73
77,yale,8.79,111.6,102.8,71,0.041,-1.1,103,104.2,-2.09,2019,1463,1463,83.76,70.10,31.00,59.86,8.00,20.00,13.76,19.24,9.00,31.10,18.14,12.81,5.52,4.76,16.10
78,rutgers,8.76,105.6,96.8,67.7,-0.02,10.22,109.2,99,-5.1,2019,1353,1353,70.00,58.21,25.21,58.57,7.00,19.64,12.57,20.00,12.93,28.14,13.21,14.21,7.50,4.79,17.29
79,providence,8.65,105,96.3,67.9,-0.018,6.14,108.5,102.4,-2.58,2019,1344,1344,75.72,63.89,25.67,56.78,7.17,19.00,17.22,23.94,11.39,26.50,15.22,13.17,7.22,4.28,16.67
80,east tennessee st.,8.48,109.9,101.4,67.2,0.011,-1.29,105.4,106.6,-2.21,2019,1190,1190,82.14,67.23,30.82,60.91,8.45,22.45,12.05,17.95,12.09,27.68,16.86,13.64,7.36,4.18,17.23
81,oregon st.,8.33,111.7,103.4,65.7,-0.04,3.33,105.5,102.1,-3.48,2019,1333,1333,78.50,67.44,27.83,56.39,7.11,20.56,15.72,21.17,9.72,27.56,16.22,12.39,6.33,5.61,15.28
82,usc,8.25,109.8,101.5,69.6,-0.096,3.68,105.6,101.9,-2.26,2019,1425,1425,82.50,64.94,30.63,60.00,9.38,21.56,11.88,18.69,9.25,28.50,19.50,11.81,6.31,3.81,16.25
83,oklahoma st.,8.16,109.5,101.3,66.1,-0.01,13.12,110.4,97.3,5.41,2019,1329,1329,76.42,66.50,25.42,55.50,9.00,22.67,16.58,22.67,9.17,28.33,14.33,12.17,5.92,5.33,15.25
84,illinois,7.97,109.1,101.1,70.6,-0.052,12.16,109.6,97.5,3.39,2019,1228,1228,81.25,68.67,29.25,60.92,8.50,21.92,14.25,20.42,9.92,26.25,15.33,12.92,7.75,3.08,20.58
85,davidson,7.78,108.2,100.4,64.7,0.054,0.66,104.6,103.9,2.06,2019,1172,1172,73.35,62.87,25.30,54.39,9.26,25.13,13.48,17.48,7.43,28.17,14.57,11.22,5.39,2.22,16.09
86,byu,7.72,112,104.3,70.9,0.027,2.93,106,103.1,-0.12,2019,1140,1140,82.26,66.42,27.95,57.26,7.89,21.84,18.47,25.11,8.16,27.84,16.79,10.11,7.32,3.84,19.26
87,unc greensboro,7.63,106.4,98.8,67.8,0.167,-0.37,105.7,106,-3.22,2019,1422,1422,77.27,66.69,27.81,60.38,7.58,22.35,14.08,19.88,11.77,24.31,12.69,11.65,8.50,3.73,17.96
88,st. john's,7.61,108.6,101,70.8,0.06,5,106.9,101.9,-6.49,2019,1385,1385,82.81,70.76,29.43,61.19,9.43,24.10,14.52,20.10,7.52,26.90,15.19,10.67,9.19,3.19,17.95
89,northeastern,7.59,111,103.4,66.2,0.05,-0.63,106.3,106.9,6.45,2019,1318,1318,79.43,66.87,27.30,54.26,9.74,24.22,15.09,19.61,6.65,26.00,14.65,10.39,6.74,2.09,15.04
90,san diego,7.58,105.9,98.3,66.9,-0.006,3.27,106.1,102.8,-0.09,2019,1360,1360,73.85,61.80,25.65,54.95,8.00,22.10,14.55,19.40,7.85,28.45,15.05,11.90,6.00,3.35,18.05
91,texas a&m,7.49,107.2,99.7,67.4,-0.021,9.37,109,99.7,-0.19,2019,1401,1401,75.29,62.71,26.79,56.36,6.07,19.36,15.64,21.50,11.64,28.79,13.00,14.57,6.71,4.93,14.86
92,south dakota st.,7.46,112.7,105.3,71,-0.034,-5.84,102.5,108.3,-4.58,2019,1355,1355,87.04,69.65,30.70,59.22,10.04,24.09,15.61,19.70,7.52,31.48,15.52,11.13,6.30,2.04,15.17
93,hofstra,7.37,116.4,109,67.5,0.017,-5.59,102.4,108,-6.41,2019,1220,1220,85.12,70.85,29.15,57.81,9.12,22.50,17.69,21.85,8.04,24.50,14.58,9.35,6.58,3.58,14.27
94,arizona,7.35,105.5,98.2,66.7,-0.013,5.62,107.8,102.2,3.27,2019,1112,1112,77.71,63.18,27.53,58.82,7.24,20.41,15.41,20.35,10.00,26.59,14.06,10.94,4.88,2.65,17.94
95,west virginia,7.15,109.8,102.7,70.6,0.018,11.6,109.4,97.8,0.18,2019,1452,1452,83.14,72.79,28.57,63.93,9.00,24.86,17.00,24.21,15.64,26.71,15.93,14.36,7.21,4.43,17.00
96,northern kentucky,7.14,109.4,102.3,68.2,-0.001,-3.37,103.6,107,-2.57,2019,1297,1297,80.21,67.88,28.17,57.75,9.00,23.75,14.88,22.00,10.29,27.04,17.58,12.17,6.50,3.83,18.42
97,notre dame,6.95,108,101.1,65.2,-0.055,7.73,108,100.3,-5.59,2019,1323,1323,78.50,66.29,25.79,59.57,8.71,24.50,18.21,23.50,12.29,27.00,14.21,9.79,5.79,5.50,13.86
98,connecticut,6.78,109,102.2,68.6,-0.07,3.79,105.6,101.8,-5.7,2019,1163,1163,82.81,65.75,29.94,59.56,8.06,20.88,14.88,21.25,11.31,26.63,15.13,12.13,6.88,5.63,18.63
99,south florida,6.63,102.6,95.9,67.5,-0.024,0.44,104.9,104.4,-7.43,2019,1378,1378,73.11,61.56,24.06,54.17,7.00,19.33,18.00,28.22,13.56,26.56,14.00,17.17,8.89,3.89,20.33
100,georgetown,6.45,108.9,102.5,71.9,0.04,4.98,107.7,102.7,-4.53,2019,1207,1207,85.79,76.21,29.11,62.00,8.74,22.42,18.84,25.74,10.74,30.68,17.37,14.37,6.89,4.16,16.79
101,pittsburgh,6.35,104.9,98.5,67,-0.094,6.77,107.7,101,-9.1,2019,1338,1338,79.21,62.21,26.50,56.57,6.64,19.00,19.57,27.21,11.21,27.86,13.43,12.14,6.57,4.86,17.07
102,ucla,6.34,109,102.7,72.5,0.007,5.61,107.8,102.2,3.6,2019,1417,1417,85.18,70.88,30.29,62.06,8.47,22.24,16.12,25.00,12.94,33.00,16.00,14.06,6.12,3.88,16.00
103,georgia southern,6.33,108.5,102.2,73.2,-0.009,0.77,105.5,104.7,4.6,2019,1204,1204,83.68,72.53,30.05,58.21,6.11,17.26,17.47,24.63,9.42,26.74,11.37,14.47,7.95,3.68,18.11
104,utah valley,6.22,108.5,102.3,68.8,0.037,-2.03,103.9,105.9,-0.24,2019,1430,1430,80.32,67.86,27.27,53.91,8.32,20.50,17.45,23.95,9.09,27.50,14.36,13.45,6.27,2.27,16.86
105,bowling green,6.04,108.4,102.3,70.5,0.035,1.13,105.3,104.2,-4.56,2019,1132,1132,83.35,70.50,29.50,61.95,8.65,21.05,15.70,22.85,10.45,28.80,13.95,11.10,7.85,2.75,16.70
106,saint louis,6.02,102.2,96.2,66.4,0.044,0.49,104.4,103.9,-1.44,2019,1387,1387,69.09,59.48,24.09,55.26,6.30,18.83,14.61,24.74,12.57,27.48,14.13,12.04,7.17,4.52,16.39
107,smu,5.98,112.7,106.7,65,-0.07,3.48,105.3,101.8,-5.79,2019,1374,1374,80.07,64.13,28.73,58.47,9.07,22.47,13.53,18.60,11.13,25.87,16.33,10.93,7.73,4.40,15.80
108,akron,5.87,100,94.1,66.2,-0.105,1.16,105.4,104.3,-5.43,2019,1103,1103,73.80,56.53,25.67,56.20,10.07,27.20,12.40,18.87,9.33,28.60,14.40,12.60,6.60,4.33,17.40
109,utah,5.85,114.8,108.9,66.4,0.031,4.8,106.1,101.3,-0.8,2019,1428,1428,83.53,71.00,28.76,57.59,11.53,27.35,14.47,20.29,9.18,27.88,16.71,11.53,5.29,2.65,16.94
110,jacksonville st.,5.81,105.4,99.6,67.6,0.003,-4.25,102.2,106.5,0.1,2019,1240,1240,79.55,66.18,29.14,61.41,6.55,19.82,14.73,19.64,11.41,28.95,13.14,12.82,7.14,4.00,16.09
111,grand canyon,5.49,107.6,102.1,67.8,-0.038,-0.81,104.1,104.9,-0.13,2019,1213,1213,79.84,62.42,27.74,58.37,7.58,21.68,16.79,22.89,11.42,27.37,14.58,12.47,6.84,2.11,16.37
112,stanford,5.47,103.7,98.2,69.9,-0.027,4.39,106.8,102.4,0.83,2019,1390,1390,83.27,68.07,29.93,57.47,7.87,21.13,15.53,22.60,9.47,28.13,14.67,14.67,7.40,4.47,18.80
113,old dominion,5.45,101.4,96,64.5,0.058,-2.15,102.5,104.7,-6.06,2019,1330,1330,67.77,58.77,24.27,57.62,7.58,20.81,11.65,17.23,12.08,27.54,13.58,11.85,5.92,4.92,16.54
114,harvard,5.32,105.7,100.4,67.3,0.048,2.5,105.4,102.9,3.4,2019,1217,1217,74.18,66.12,25.35,55.18,9.00,23.06,14.47,19.59,9.53,28.41,12.06,14.82,6.53,3.71,16.82
115,georgia tech,5.26,101.7,96.5,66.8,-0.023,8.04,107.7,99.7,-4.96,2019,1210,1210,75.50,60.64,26.86,52.07,6.29,18.21,15.50,22.57,7.50,27.43,17.29,14.79,8.50,5.93,17.50
116,western kentucky,5.2,105.1,99.9,67.7,0,1.26,104.1,102.8,4.87,2019,1443,1443,75.45,66.70,26.05,56.25,6.55,18.80,16.80,23.20,10.20,28.30,12.30,13.00,6.95,5.65,14.40
117,wright st.,5.02,107.1,102,65.2,-0.04,-1.35,105.1,106.5,2.95,2019,1460,1460,79.47,65.89,27.05,57.26,8.21,22.16,17.16,22.89,10.47,25.21,15.21,11.58,6.58,1.95,15.58
118,depaul,5.02,111.7,106.7,70.1,-0.018,3.33,105.6,102.3,-8.64,2019,1177,1177,83.40,68.80,29.07,58.87,7.07,19.60,18.20,24.93,12.07,28.60,15.53,14.13,7.53,3.27,17.40
119,tulsa,4.94,105.4,100.4,68.8,0.04,3.45,105.8,102.4,-2.97,2019,1409,1409,76.61,66.28,25.94,53.00,6.83,18.50,17.89,25.44,7.11,29.17,14.00,12.67,6.06,2.44,15.61
120,southern miss,4.93,107.1,102.2,64.8,-0.005,0.02,103.4,103.4,2.48,2019,1379,1379,75.71,63.29,28.47,57.18,8.94,20.94,9.82,13.94,7.53,28.35,17.12,9.82,7.35,3.18,15.24
121,st. bonaventure,4.92,102.1,97.2,64,-0.044,-0.36,103.4,103.8,-1.25,2019,1382,1382,70.00,52.78,25.67,55.11,6.56,18.50,12.11,15.83,9.39,27.72,14.67,11.39,5.89,5.78,13.67
122,radford,4.88,109.3,104.4,64.4,-0.007,-0.84,104.5,105.3,6.99,2019,1347,1347,77.00,68.32,27.53,57.58,9.32,22.89,12.63,17.53,9.89,25.95,14.32,10.89,5.58,3.16,15.16
123,charleston,4.87,108.5,103.7,65.4,0.019,-3.87,104.9,108.8,0.03,2019,1158,1158,75.61,65.26,26.74,54.78,6.83,19.70,15.30,20.00,8.26,24.91,11.65,9.74,6.57,2.52,13.96
124,georgia st.,4.85,107.7,102.8,70,0.143,1.09,105.2,104.1,3.5,2019,1209,1209,78.26,69.74,26.65,57.00,10.43,25.48,14.52,21.48,7.74,25.52,13.09,11.48,8.17,4.74,17.43
125,san diego st.,4.83,103.9,99,66.7,0.056,1.2,105.3,104.1,-0.94,2019,1361,1361,76.50,61.70,26.60,58.10,8.60,22.35,14.70,20.20,11.00,27.75,16.20,12.90,6.80,3.70,17.65
126,colgate,4.6,110.5,105.9,66.4,0.012,-3.83,102.4,106.3,0.84,2019,1159,1159,78.61,66.78,28.13,56.13,9.22,22.00,13.13,17.65,8.65,26.96,16.39,12.09,6.70,3.61,14.09
127,boston college,4.52,107.2,102.7,67.3,0.019,6.58,107.3,100.7,-6.95,2019,1130,1130,73.86,65.07,25.86,58.07,6.86,20.79,15.29,23.00,10.86,29.79,13.14,11.50,5.93,3.86,14.93
128,austin peay,4.29,111.1,106.8,69,-0.009,-3.6,103.3,106.9,1.4,2019,1122,1122,82.50,70.30,29.00,60.30,8.10,20.65,16.40,22.90,11.40,25.55,13.90,11.60,7.20,3.30,17.45
129,central michigan,4.27,110.4,106.1,71.3,0.022,-0.39,103.7,104.1,-10.08,2019,1141,1141,83.35,72.80,28.15,61.05,8.75,22.95,18.30,27.10,12.30,26.50,13.65,11.90,7.45,3.10,16.80
130,penn,4.21,104.1,99.9,66.9,0.02,0.03,103.6,103.5,0.37,2019,1335,1335,77.94,66.44,28.28,56.28,9.72,25.22,11.67,17.11,7.50,26.56,17.00,12.44,7.33,2.61,15.83
131,loyola chicago,4.18,104.2,100,62.7,-0.019,-1.58,102.5,104.1,-1.81,2019,1260,1260,73.42,58.58,26.95,49.05,7.42,16.58,12.11,18.53,5.53,25.84,15.84,10.95,5.84,2.47,13.95
132,georgia,4.13,106.1,102,68.4,-0.077,8.92,109.1,100.1,-1.7,2019,1208,1208,84.00,67.27,28.91,57.18,7.73,20.18,18.45,24.73,11.82,31.64,16.55,16.27,6.36,6.45,17.64
133,ball st.,3.91,102.5,98.6,70.3,-0.088,1.65,105,103.4,-0.54,2019,1123,1123,80.27,65.53,28.67,57.93,6.87,18.80,16.07,22.27,9.27,30.00,14.47,12.93,6.27,3.40,16.33
134,loyola marymount,3.84,103.6,99.8,62.7,0.066,0.1,104.3,104.2,-5.47,2019,1258,1258,70.44,60.06,23.67,49.78,5.17,15.33,17.94,22.83,8.39,23.56,13.61,12.72,7.44,3.06,18.11
135,drake,3.76,106.5,102.8,69.3,0.081,-1.58,102.4,104,0.47,2019,1179,1179,77.86,68.27,26.77,55.00,8.05,21.41,16.27,21.18,8.32,28.00,15.50,13.86,5.73,4.23,16.41
136,northern illinois,3.72,109,105.3,65.9,-0.071,1.49,104.7,103.2,-2.13,2019,1296,1296,80.00,67.13,29.53,58.40,8.20,18.53,12.73,16.80,8.67,27.20,12.67,11.13,5.27,2.00,18.47
137,montana,3.53,107.4,103.9,66.9,0.059,-6.07,102.4,108.4,4.03,2019,1285,1285,80.13,66.96,29.25,57.50,8.88,21.75,12.75,18.04,8.58,25.96,15.42,11.25,6.54,2.83,18.46
138,texas st.,3.53,102.4,98.8,65.1,0.022,-3.08,103.4,106.5,-5.93,2019,1402,1402,72.82,62.59,25.59,55.32,7.50,20.64,14.14,20.05,10.45,26.36,15.05,13.14,6.09,2.77,19.41
139,boise st.,3.13,107.4,104.2,65.5,-0.192,0.09,104,103.9,0.47,2019,1129,1129,77.83,58.50,27.00,52.25,9.17,23.50,14.67,18.58,7.58,24.83,14.67,12.25,6.83,2.00,16.42
140,louisiana monroe,2.9,112.5,109.6,66.3,-0.057,-2.39,103.4,105.8,-4.02,2019,1419,1419,82.00,69.35,27.12,57.00,10.82,25.71,16.94,21.18,8.18,25.24,15.06,10.18,5.82,2.53,15.71
141,louisiana tech,2.88,105,102.1,65.4,-0.046,-2.19,102.1,104.3,-4.19,2019,1256,1256,75.50,65.17,25.72,56.72,7.89,22.06,16.17,23.67,10.56,25.56,14.89,11.44,6.72,3.83,15.17
142,rhode island,2.44,103.8,101.4,67.5,0.018,0.51,103.1,102.6,-2.15,2019,1348,1348,77.94,64.89,27.61,58.11,6.00,17.83,16.72,23.28,10.44,26.89,13.72,11.94,8.00,4.22,17.33
143,kent st.,2.38,109.9,107.5,67.5,0.129,1.25,104.8,103.5,-4.15,2019,1245,1245,78.10,69.10,27.10,60.65,8.70,23.95,15.20,20.60,11.30,24.20,14.95,10.70,7.30,3.65,18.10
144,samford,1.88,106.6,104.7,69.2,-0.076,-2.24,104.6,106.8,-6.13,2019,1359,1359,82.94,69.19,29.69,57.25,8.81,20.38,14.75,21.06,8.13,30.13,15.75,14.63,8.00,4.25,16.00
145,bucknell,1.85,105.8,103.9,70.7,0.052,-3.13,103.3,106.4,2.68,2019,1137,1137,81.76,70.10,28.00,59.05,9.90,26.95,15.86,20.81,8.67,28.33,16.86,12.57,5.57,3.71,18.38
146,southern illinois,1.79,104.6,102.8,65.8,-0.01,-1.12,103,104.1,0.46,2019,1356,1356,76.53,64.94,27.41,53.18,8.29,19.35,13.41,18.82,7.59,27.76,16.06,13.41,6.65,3.88,14.76
147,uab,1.7,107.1,105.4,65.2,-0.021,-1.93,101.7,103.6,-5.23,2019,1412,1412,73.61,63.28,26.89,56.39,6.33,18.72,13.50,19.00,10.44,27.78,11.83,11.83,7.11,2.56,16.00
148,miami oh,1.62,104.8,103.2,66.3,-0.025,3.13,105.7,102.5,-0.36,2019,1275,1275,74.46,62.85,25.69,56.92,9.38,26.00,13.69,19.85,11.85,26.85,12.62,12.54,6.69,2.85,17.92
149,utsa,1.54,105.8,104.3,72.1,-0.017,0.5,103.2,102.7,4.13,2019,1427,1427,82.86,70.14,30.14,63.93,9.79,25.07,12.79,17.43,9.21,29.64,14.14,12.43,6.57,3.00,18.36
150,ut arlington,1.45,101.3,99.9,66.3,0.038,1.15,105,103.9,5.43,2019,1426,1426,75.69,66.38,25.06,56.25,8.31,21.94,17.25,22.44,10.00,28.13,14.69,13.13,6.75,3.63,18.63
151,pepperdine,1.43,107,105.6,70.3,-0.057,-0.19,104.1,104.3,-7,2019,1337,1337,79.80,68.27,25.60,53.13,9.73,23.07,18.87,23.80,7.40,24.93,16.20,13.07,6.73,2.87,17.67
152,abilene christian,1.35,103.4,102,66.1,0.123,-8.67,100,108.7,-4.75,2019,1101,1101,73.52,62.00,25.96,55.35,7.39,18.96,14.22,19.61,9.09,23.83,15.30,10.70,8.00,2.57,18.70
153,brown,1.24,99.6,98.4,71.1,0.027,-2.49,102.5,105,-5.66,2019,1135,1135,76.76,65.65,26.06,55.65,8.24,22.53,16.41,22.88,8.06,28.71,13.65,14.65,8.35,4.18,18.41
154,coastal carolina,1.03,106.8,105.7,69.8,-0.071,-0.98,105.2,106.2,-0.54,2019,1157,1157,85.00,72.54,28.69,56.92,10.08,23.69,17.54,24.23,11.08,27.23,15.92,14.69,6.54,2.38,19.77
155,vanderbilt,0.81,102.2,101.4,67.3,-0.109,9.34,109.3,99.9,-2.95,2019,1435,1435,88.56,68.56,29.33,59.22,9.56,25.00,20.33,27.11,10.33,31.11,15.11,12.89,5.44,5.56,16.11
156,george mason,0.56,104.6,104,67.7,0.023,-1.58,102.3,103.8,-3.39,2019,1206,1206,75.22,64.89,26.39,56.11,7.28,19.56,15.17,20.28,8.83,26.61,13.72,11.17,6.17,2.94,15.06
157,marshall,0.56,106.9,106.3,74.3,0.125,-1.27,103,104.2,1.56,2019,1267,1267,86.89,75.89,30.16,62.79,10.74,27.89,15.84,21.05,9.26,24.53,16.00,11.74,9.95,4.37,18.42
158,north texas,0.53,99.8,99.3,65.3,-0.007,-3.97,101.1,105.1,-9.49,2019,1317,1317,73.00,61.61,26.33,56.22,7.83,22.78,12.50,18.67,11.78,26.17,12.78,13.11,6.61,2.89,17.78
159,eastern michigan,0.47,103.4,103,62.9,-0.006,4.92,107.1,102.2,8.22,2019,1185,1185,76.09,65.00,27.00,54.91,7.18,18.00,14.91,22.82,11.18,25.00,12.55,12.82,8.18,5.55,16.64
160,charleston southern,0.17,101.1,101,69.5,-0.085,-3.22,103.5,106.7,4,2019,1149,1149,81.46,66.15,28.54,58.62,10.85,26.15,13.54,18.85,9.23,26.69,16.38,11.00,6.62,3.38,15.38
161,bradley,0.09,101.5,101.4,65.3,0.035,-1.66,102.6,104.3,-3.94,2019,1133,1133,69.37,60.21,23.58,52.11,7.58,19.11,14.63,20.63,8.68,26.79,12.79,11.47,4.68,4.32,15.95
162,florida atlantic,0.03,99.9,99.9,67.4,-0.052,-1.32,103,104.3,-1.4,2019,1194,1194,71.50,62.36,24.43,55.57,7.86,23.43,14.79,19.50,9.86,29.07,13.07,14.93,6.21,2.93,16.71
163,gardner webb,-0.04,107.8,107.8,67.4,0.07,-3.55,103.2,106.8,-4.07,2019,1205,1205,77.65,68.40,27.10,55.85,7.70,20.05,15.75,21.60,7.45,27.70,15.35,10.85,6.45,2.70,15.25
164,nebraska omaha,-0.2,110.2,110.4,67.9,0.109,-3.64,103.9,107.5,2.52,2019,1303,1303,82.70,73.25,30.85,62.40,8.65,21.30,12.35,16.70,9.05,26.35,13.45,8.55,5.20,1.75,14.35
165,unlv,-0.29,106.1,106.4,67.5,0.014,-2.28,103.1,105.4,-3.42,2019,1424,1424,77.88,66.00,26.53,58.00,9.18,24.82,15.65,22.00,12.41,27.41,14.35,12.06,5.94,3.18,16.82
166,stony brook,-0.42,99.5,99.9,69.3,0.058,-6.81,100.2,107,-3.31,2019,1392,1392,73.57,64.39,25.48,57.57,7.17,20.57,15.43,21.39,12.39,28.78,11.61,14.83,5.87,4.30,18.00
167,north florida,-0.69,104.1,104.8,71.9,0.015,1.59,103.9,102.4,10.41,2019,1316,1316,78.07,65.71,28.29,61.00,9.79,27.43,11.71,17.71,11.43,31.00,17.36,15.43,6.43,6.64,15.29
168,winthrop,-0.74,107,107.8,72.7,0.016,-2.61,103.3,105.9,1.75,2019,1457,1457,84.27,73.60,28.60,60.93,13.33,32.80,13.73,19.40,11.60,29.87,15.00,14.33,4.47,2.33,16.67
169,lehigh,-0.79,108.9,109.7,71.6,0.083,-4.34,102.3,106.6,-1.5,2019,1250,1250,84.35,73.45,28.45,56.15,9.40,21.35,18.05,22.80,7.40,29.95,15.20,13.75,5.45,2.15,17.55
170,hampton,-0.85,107.4,108.2,71.3,-0.091,-3.87,103,106.9,-1.77,2019,1214,1214,84.92,71.33,28.92,60.00,9.00,23.08,18.08,22.58,8.92,28.25,16.17,10.75,7.25,3.42,16.00
171,missouri st.,-0.85,103.1,104,65.4,-0.021,-1.74,102.8,104.6,-1.9,2019,1283,1283,71.33,58.60,24.73,49.60,7.20,18.00,14.67,21.00,7.47,23.13,11.53,12.47,7.67,4.20,16.07
172,uc santa barbara,-0.86,105.3,106.1,64.7,0.035,-7.31,101.4,108.7,-7.68,2019,1364,1364,76.25,65.30,26.50,55.55,6.45,17.05,16.80,23.10,11.10,26.65,13.90,11.00,4.85,3.10,17.65
173,duquesne,-0.9,104.6,105.5,69.8,0.055,-2.8,101.8,104.6,-7.26,2019,1182,1182,79.63,71.68,26.79,59.37,9.58,27.32,16.47,23.58,11.79,24.74,15.53,13.68,8.53,4.84,17.21
174,wake forest,-0.93,104.4,105.3,67.6,0.04,7.92,108.3,100.4,-6.46,2019,1448,1448,75.09,66.36,25.00,56.55,6.09,17.45,19.00,25.64,12.36,27.91,12.45,12.27,5.09,3.09,17.18
175,princeton,-1.06,98.9,100,67.6,0.101,0.16,104.3,104.2,-1.24,2019,1343,1343,70.50,62.86,24.64,57.79,7.14,22.29,14.07,18.86,8.79,28.71,9.64,11.29,6.07,2.36,15.64
176,sam houston st.,-1.09,106.1,107.2,66.3,0.022,-5.57,101,106.6,3.15,2019,1358,1358,77.39,66.00,27.00,58.89,10.17,25.33,13.22,17.06,10.00,25.56,17.22,13.28,8.39,3.11,18.06
177,northern iowa,-1.15,101.5,102.7,64.4,0.004,0.29,103.1,102.8,3.42,2019,1320,1320,67.29,59.43,22.71,52.43,8.00,21.14,13.86,18.21,7.21,26.57,11.43,10.00,4.21,1.93,15.07
178,louisiana,-1.21,106.7,107.9,72.1,0.085,-1.41,104.6,106,-1.5,2019,1418,1418,83.53,74.47,27.94,61.53,9.71,25.06,17.94,23.65,10.94,24.18,15.35,12.94,6.88,4.82,19.71
